id,business_type,category_name,google_category_id,product_name,price_cents,brand,description,sku_pattern,generation_source,usage_count,quality_score,created_at,last_used_at,image_url,thumbnail_url,image_width,image_height,image_bytes,enhanced_description,features,specifications,has_image,image_quality
i-73f7b78d,home_garden,Sports & Outdoors,t-m11e6ur7_sports-outdoors,Hydro Flask 32oz Wide Mouth Water Bottle,4495,Hydro Flask,Durable 32oz wide mouth water bottle designed to keep your beverages cold or hot for hours.,HF32-WM,ai,1,0,2025-12-10 02:32:27.666,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-s7smwnb1/original-1765334119287.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-s7smwnb1/thumb-1765334119287.jpg,1024,1024,87005,"The Hydro Flask 32oz Wide Mouth Water Bottle is your perfect companion for any adventure. Crafted from durable 18/8 pro-grade stainless steel, this bottle withstands any rough and tumble activities while keeping your drink exactly how you like it, cold for up to 24 hours or hot for up to 12 hours. Its wide mouth opening makes it easy to fill, pour, and clean, and it’s compatible with a variety of Hydro Flask lids for even more versatility. The powder coat finish gives you a solid grip and prevents condensation, keeping your Hydro Flask looking new for years to come. Whether you're hitting the trails, heading to the gym, or just going about your day, the Hydro Flask water bottle is an eco-friendly way to stay hydrated.","[""Keeps beverages cold up to 24 hours and hot up to 12 hours"", ""Made with 18/8 pro-grade stainless steel for durability"", ""Wide mouth design for easy filling and cleaning"", ""Powder coat finish for a solid grip and no condensation"", ""Compatible with various Hydro Flask lids""]","{""color"": ""Multiple options available"", ""weight"": ""15.2 oz"", ""capacity"": ""32oz"", ""material"": ""18/8 Stainless Steel"", ""mouth_width"": ""2.28 inches""}",t,standard
i-9su627h0,home_garden,Books & Media,t-m11e6ur7_books-media,"The Complete Guide to Gardening for Beginners, 2nd Edition",2999,GreenThumb Media,"An essential guide for every new gardener, packed with easy-to-understand tips and strategies.",GTMB-GARDEN-BEG2,ai,1,0,2025-12-10 02:33:03.177,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-vaiqfljw/original-1765334174806.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-vaiqfljw/thumb-1765334174806.jpg,1024,1024,101335,"Embark on your gardening journey with 'The Complete Guide to Gardening for Beginners, 2nd Edition' by GreenThumb Media. This comprehensive book is your one-stop resource for all gardening essentials, whether you're nurturing your first plant or trying to cultivate a lush backyard garden. With updated content, including the latest in sustainable gardening techniques and organic practices, this edition brings you the most current insights and advice. From understanding your soil to mastering the art of composting, from choosing the right plants for your climate to fighting pests naturally, this guide covers it all. Detailed illustrations and step-by-step instructions make each concept accessible, ensuring your gardening efforts are met with success.","[""Easy-to-follow instructions tailored for beginners"", ""Updated with the latest sustainable gardening techniques"", ""Includes comprehensive coverage from soil preparation to pest control"", ""Features detailed illustrations to enhance understanding"", ""Offers organic gardening practices for environmentally conscious gardeners""]","{""pages"": 320, ""weight"": ""1.2 pounds"", ""language"": ""English"", ""publisher"": ""GreenThumb Media"", ""dimensions"": ""6 x 1 x 9 inches""}",t,standard
i-t2h9p1u5,office_supplies,Home & Garden,t-m11e6ur7_home-garden,"Staples Carder Mesh Back Fabric Computer and Desk Chair, Black",10999,Staples,A comfortable and adjustable mesh back office chair designed for long hours of use.,STP-31220,ai,1,0,2025-12-11 03:42:47.575,,,,,,,"Experience unmatched comfort and support with the Staples Carder Mesh Back Fabric Computer and Desk Chair. Crafted for those who spend hours at their desk, this chair offers an ergonomic design that promotes good posture and reduces fatigue. The breathable mesh back ensures you stay cool, even during long work sessions, while adjustable features like seat height and tilt tension allow for a personalized seating experience. Its sleek black design not only adds a touch of professionalism to your office but also fits well with any decor. Perfect for both home and office environments, the Staples Carder chair is the upgrade your workspace needs.","[""Ergonomic design promotes better posture"", ""Adjustable seat height and tilt tension for personalized comfort"", ""Breathable mesh back keeps you cool"", ""Durable construction supports up to 250 lbs"", ""Easy to assemble with included instructions""]","{""color"": ""Black"", ""material"": ""Mesh/Fabric"", ""dimensions"": ""39.2 - 45.2\""H x 26.1\""W x 25.7\""D"", ""weight_capacity"": ""250 lbs"", ""assembly_required"": ""Yes""}",f,
i-e2y04g4p,office_supplies,Home & Garden,t-m11e6ur7_home-garden,"Brightech Elizabeth LED Desk Lamp with Wireless Charging Pad, Brass",5999,Brightech,An elegant brass desk lamp with an integrated wireless charging pad and USB port.,BRGHT-ELZBTH-01,ai,1,0,2025-12-11 03:42:47.914,,,,,,,"Illuminate your workspace with the Brightech Elizabeth LED Desk Lamp, combining timeless design with modern technology. This brass-finished lamp not only serves as an efficient source of light but also features a wireless charging pad and a USB port, allowing you to charge your devices without cluttering your desk with cables. The lamp's adjustable arm and shade enable you to direct light exactly where you need it, making it perfect for reading, working, or studying. Its energy-efficient LED bulb provides ample brightness while reducing eye strain. Add a touch of elegance and functionality to your desk with the Brightech Elizabeth lamp.","[""Elegant brass finish complements any decor"", ""Built-in wireless charging pad and USB port for device charging"", ""Adjustable arm and shade for focused light"", ""Energy-efficient LED bulb reduces eye strain"", ""Easy to use with touch control""]","{""color"": ""Brass"", ""material"": ""Metal"", ""bulb_type"": ""LED"", ""dimensions"": ""18\""H x 14\""W x 7\""D"", ""power_source"": ""Corded Electric"", ""charging_compatibility"": ""Qi-enabled devices""}",f,
i-8alnl42o,office_supplies,Health & Beauty,t-m11e6ur7_health-beauty,"Purell Advanced Hand Sanitizer, 8 fl oz (2-Pack)",699,Purell,Keep your hands clean and sanitized with Purell Advanced Hand Sanitizer.,PURELL-ADV-8OZ-2PK,ai,1,0,2025-12-11 03:43:05.695,,,,,,,"Introducing the Purell Advanced Hand Sanitizer in an 8 fl oz size, available in a convenient 2-pack. This powerful sanitizer is formulated to kill more than 99.99% of most illness-causing germs without damaging skin. With a blend of four moisturizers, it keeps your hands feeling soft and moisturized, even after repeated use. Perfect for shared workspaces, classrooms, or home use, Purell is the number one brand trusted and used by hospitals. Its mild formula is free of triclosan, parabens, phthalates, and preservatives, making it safe for all skin types. Stay protected with Purell - the advanced hand sanitizer that supports your well-being.","[""Kills 99.99% of most illness-causing germs"", ""Formulated with four moisturizers for soft hands"", ""Free from triclosan, parabens, phthalates, and preservatives"", ""8 fl oz size in a convenient 2-pack"", ""Trusted brand used by hospitals""]","{""size"": ""8 fl oz per bottle"", ""quantity"": ""2 bottles"", ""ingredients"": ""Ethyl alcohol, water, isopropyl alcohol, glycerin"", ""packageDimensions"": ""6.3 x 5.1 x 2.8 inches""}",f,
i-ulvux4lh,office_supplies,Health & Beauty,t-m11e6ur7_health-beauty,"Carmex Classic Lip Balm Medicated, 0.25 oz (3-Pack)",499,Carmex,"Soothe and protect dry, chapped lips with Carmex Classic Lip Balm.",CARMEX-CLB-MED-025-3PK,ai,1,0,2025-12-11 03:43:05.924,,,,,,,"Discover the healing power of Carmex Classic Lip Balm Medicated, now available in a 0.25 oz size, bundled in a convenient 3-pack. This iconic lip balm provides long-lasting relief for dry, chapped lips, thanks to its medicated formula. Infused with camphor and menthol, it offers a soothing effect while reducing irritation. The balm's moisturizing properties come from its cocoa butter and lanolin content, ensuring your lips stay soft and hydrated throughout the day. Compact and portable, it's perfect for on-the-go use, whether you're at work or out exploring. Embrace the soothing care of Carmex and keep your lips protected in every season.","[""Medicated formula for fast relief"", ""Moisturizes with cocoa butter and lanolin"", ""Soothes with camphor and menthol"", ""0.25 oz size in a convenient 3-pack"", ""Ideal for healing dry, chapped lips""]","{""size"": ""0.25 oz per tube"", ""quantity"": ""3 tubes"", ""ingredients"": ""Camphor, menthol, petrolatum, lanolin, cocoa butter"", ""packageDimensions"": ""4.5 x 3.2 x 0.8 inches""}",f,
i-d8kwebpz,office_supplies,Sports & Outdoors,t-m11e6ur7_sports-outdoors,Hydro Flask 32 oz Wide Mouth Water Bottle,4495,Hydro Flask,"A durable, insulated water bottle perfect for keeping your drinks cold or hot during any outdoor activity.",HFL-32WMB-001,ai,1,0,2025-12-11 03:43:24.488,,,,,,,"Stay hydrated in style with the Hydro Flask 32 oz Wide Mouth Water Bottle, a must-have for any outdoor enthusiast. Crafted from pro-grade stainless steel, this bottle is not only durable but also resistant to flavors and odors. Its TempShield insulation keeps beverages cold up to 24 hours and hot up to 12 hours, making it perfect for any adventure. The wide mouth opening allows for easy filling and cleaning, while the powder coat ensures a slip-free grip and extra durability. Whether you're hitting the trails, camping under the stars, or simply heading to the office, the Hydro Flask will be your go-to for staying hydrated.","[""TempShield insulation keeps drinks cold up to 24 hours and hot up to 12 hours."", ""Made from pro-grade stainless steel for durability and pure taste."", ""Wide mouth opening for easy filling, pouring, and cleaning."", ""Powder coated for a slip-free grip and extra durability."", ""BPA-Free and Phthalate-Free.""]","{""color"": ""Various"", ""weight"": ""15.2 ounces"", ""capacity"": ""32 oz"", ""material"": ""Stainless Steel"", ""insulation"": ""TempShield""}",f,
i-1eqbdxkr,office_supplies,Sports & Outdoors,t-m11e6ur7_sports-outdoors,Gaiam Classic Balance Ball Chair,6999,Gaiam,An ergonomic seating option designed to alleviate back pain and improve posture while sitting.,GCBBC-052,ai,1,0,2025-12-11 03:43:24.707,,,,,,,"Transform your workspace with the Gaiam Classic Balance Ball Chair, an innovative solution for those looking to improve their posture and alleviate back pain caused by prolonged sitting. This chair incorporates a 52cm balance ball securely held in place by a sturdy base and easy-glide caster wheels, which lock for stability when you're seated. Ideal for users 5' to 5'11"" in height, this balance ball chair encourages micro-movements, engaging your core and promoting spinal alignment. The included air pump allows for effortless inflation, ensuring you can customize the firmness to your preference. Upgrade your office chair to the Gaiam Balance Ball Chair and feel the difference in your posture and core strength.","[""Promotes proper spinal alignment and improves posture."", ""Includes a 52cm balance ball and air pump for easy inflation."", ""Easy-glide caster wheels with lock feature for stability."", ""Supports users 5' to 5'11\"" in height."", ""Engages your core and relieves back pain from prolonged sitting.""]","{""color"": ""Various"", ""height"": ""For users 5' to 5'11\"""", ""material"": ""PVC Ball, Plastic Base"", ""ball size"": ""52cm"", ""weight capacity"": ""300 lbs""}",f,
i-yd32y1qe,office_supplies,Toys & Games,t-m11e6ur7_toys-games,Speedster Racing Car Miniature Set - 24 Pack,1599,PlayFast,"A 24-pack of high-quality, durable mini racing cars designed for high-speed fun.",PF-RACECAR-24PK,ai,1,0,2025-12-11 03:43:40.962,,,,,,,"Introducing the Speedster Racing Car Miniature Set by PlayFast - the ultimate collection for kids who love the thrill of the race. Each set includes 24 uniquely designed mini racing cars, perfect for creating epic races or adding to a collector's showcase. Made with durable materials, these mini cars are built to last, ensuring endless hours of play. The bright colors and detailed designs of each car ignite imagination and promote creative play, making them an ideal gift for young racing enthusiasts. Whether it's for a birthday, holiday, or any special occasion, the Speedster Racing Car Miniature Set is sure to be a hit.","[""24 unique mini racing cars for endless racing fun"", ""Made with high-quality, durable materials designed to withstand rigorous play"", ""Bright colors and detailed designs to spark creativity and imagination"", ""Perfect size for little hands and for on-the-go play"", ""An ideal gift for birthdays, holidays, or any occasion for young car enthusiasts""]","{""material"": ""Plastic"", ""quantity"": 24, ""age range"": ""3+ years"", ""dimensions"": ""Each car: 2.5 inches length""}",f,
i-7sgcacfm,office_supplies,Toys & Games,t-m11e6ur7_toys-games,Magical Kingdom Castle Puzzle - 500 Pieces,2499,PuzzleMaster,"A mesmerizing 500-piece puzzle featuring a vibrant, detailed illustration of a magical kingdom castle.",PM-CASTLE-500,ai,1,0,2025-12-11 03:43:41.176,,,,,,,"Embark on an enchanting puzzle adventure with PuzzleMaster's Magical Kingdom Castle Puzzle. This 500-piece puzzle offers a fun and challenging way to spend time, alone or with family and friends. Featuring a detailed and colorful illustration of a magical kingdom castle, this puzzle is designed to captivate and delight puzzle enthusiasts of all ages. Made from high-quality, eco-friendly materials with precision-cut pieces, it ensures a snug, satisfying fit and a beautiful finished product. The Magical Kingdom Castle Puzzle not only stimulates cognitive skills and patience but also serves as a magnificent piece of art once completed. It's an excellent choice for game nights, a relaxing evening, or as a gift for puzzle lovers.","[""500 precision-cut pieces for a snug, satisfying fit"", ""Vibrant, detailed illustration of a magical kingdom castle to captivate all ages"", ""Made from high-quality, eco-friendly materials for long-lasting use"", ""Promotes cognitive skills, patience, and focus"", ""A beautiful piece of art when completed and perfect for framing""]","{""material"": ""Eco-friendly cardboard"", ""quantity"": 500, ""age range"": ""8+ years"", ""dimensions"": ""20 x 14 inches (finished size)""}",f,
i-km4e2ded,office_supplies,Books & Media,t-m11e6ur7_books-media,Books & Media Item 2,1499,Generic,,,ai,1,0,2025-12-11 03:44:28.306,,,,,,,,,,f,
i-t8e8rggx,office_supplies,Office Supplies,t-m11e6ur7_office-supplies,"Staples Economy Rubber Bands, Size #32, 1 lb",799,Staples,"A 1-pound bag of #32 size economy rubber bands for office, home, or industrial use.",STAP-RB32-1LB,ai,1,0,2025-12-11 03:44:43.425,,,,,,,"The Staples Economy Rubber Bands are a versatile and essential accessory for any office, home, or industrial environment. This 1-pound bag of #32 size rubber bands offers a stretchable solution to bundle documents, secure items, and perform a myriad of other organizational tasks. Manufactured with a high-quality, durable rubber, these bands ensure a strong hold without compromising elasticity. Ideal for repeated use, the Staples rubber bands resist brittleness and degradation over time. Their size #32 is perfect for a variety of applications, providing an adequate stretch while maintaining a secure and tight grip on items. Incorporate them into your workspace for a more organized and efficient operation.","[""High-quality, durable rubber material"", ""Size #32 for multiple uses"", ""1-pound bag for ample supply"", ""Resists brittleness and degradation"", ""Ideal for office, home, or industrial environments""]","{""size"": ""#32"", ""color"": ""Beige"", ""material"": ""Rubber"", ""quantity"": ""1 lb""}",f,
i-cdwx1d6k,office_supplies,Office Supplies,t-m11e6ur7_office-supplies,"Expo Low-Odor Dry Erase Markers, Chisel Tip, 8-Pack",1099,Expo,"A pack of 8 low-odor, chisel tip dry erase markers in assorted colors.",EXPO-DE8-CT,ai,1,0,2025-12-11 03:44:43.639,,,,,,,"Unlock the potential of your whiteboard with the Expo Low-Odor Dry Erase Markers, featuring a versatile chisel tip for thick and thin lines alike. This 8-pack comes with an assortment of vibrant colors, perfect for presentations, classrooms, brainstorming sessions, and home use. The specially formulated low-odor ink is ideal for environments where comfort and safety are paramount, including small offices and classrooms. Each marker is designed for long-lasting performance, ensuring your lines stay bold and clear through many uses. Whether you're illustrating complex ideas or simply jotting down reminders, these Expo markers provide the reliability and color variety you need.","[""Low-odor ink formula"", ""Versatile chisel tip for various line widths"", ""Assorted colors for dynamic presentations"", ""Long-lasting ink supply"", ""Ideal for office, classroom, and home use""]","{""tip"": ""Chisel"", ""colors"": ""Assorted"", ""ink type"": ""Dry erase"", ""quantity"": ""8 markers""}",f,
i-u0xjluha,office_supplies,Home & Garden,t-m11e6ur7_home-garden,Ergonomic Mesh Office Chair with Lumbar Support,8999,ComfortSeating,A stylish and comfortable mesh office chair designed to support your back during long working hours.,CS-EMOC-0923,ai,1,0,2025-12-11 04:21:15.368,,,,,,,"Introducing the ComfortSeating Ergonomic Mesh Office Chair, the ultimate solution for your office comfort needs. Designed with productivity and well-being in mind, this chair features a breathable mesh back that ensures you stay cool and comfortable throughout your workday. The built-in lumbar support is specifically engineered to cradle your spine, promoting a healthy posture and reducing the risk of back pain. With an adjustable height and tilt mechanism, you can customize the chair to your preferred seating position, enhancing your work efficiency. The durable casters allow for smooth mobility across any office floor, making it the perfect addition to your workspace.","[""Breathable mesh back for enhanced ventilation"", ""Built-in lumbar support for improved posture"", ""Adjustable height and tilt for personalized comfort"", ""Durable casters for easy mobility"", ""Stylish design that fits any office decor""]","{""color"": ""Black"", ""material"": ""Mesh, Metal"", ""dimensions"": ""25 x 24 x 35-40 inches (LxWxH)"", ""weightCapacity"": ""250 lbs"", ""assemblyRequired"": ""Yes""}",f,
i-rkv31hyr,office_supplies,Books & Media,t-m11e6ur7_books-media,Books & Media Item 1,999,Generic,,,ai,2,0,2025-12-11 03:44:28.096,2025-12-11 04:29:47.627,,,,,,,,,f,
i-8sxmys9g,office_supplies,Health & Beauty,t-m11e6ur7_health-beauty,Green Tea Revitalizing Face Mist 120ml,1599,Botanica Bliss,A refreshing and hydrating face mist infused with green tea extract to revitalize and soothe the skin.,BB-GTFM-120,ai,1,0,2025-12-11 04:23:16.467,,,,,,,"Pamper your skin with Botanica Bliss Green Tea Revitalizing Face Mist, a beautifully formulated skincare solution designed to refresh, hydrate, and revitalize your complexion at any time of the day. Infused with the natural goodness of green tea extract, known for its powerful antioxidant properties, this face mist helps to protect the skin from environmental stressors while calming irritation and redness. Perfect for a quick pick-me-up, its lightweight formula quickly absorbs, leaving your skin feeling refreshed and looking radiant without any sticky residue. Whether you're at the office needing a midday refresh, or at home setting your makeup, the Green Tea Revitalizing Face Mist is your go-to for instant skin rejuvenation.","[""Hydrates and refreshes the skin with a light, non-sticky formula."", ""Soothes irritation and reduces redness with natural green tea extract."", ""Protects against environmental stressors with powerful antioxidants."", ""Ideal for setting makeup or for a midday skin revival."", ""Suitable for all skin types, including sensitive skin.""]","{""size"": ""120ml"", ""quantity"": ""1"", ""packaging"": ""Recyclable plastic bottle with spray nozzle"", ""ingredients"": ""Water, Green Tea Extract, Glycerin, Aloe Vera Juice, Witch Hazel, Fragrance""}",f,
i-xzwuuw6z,office_supplies,Sports & Outdoors,t-m11e6ur7_sports-outdoors,Eagle Peak 4-Person Dome Camping Tent,7999,Eagle Peak,A spacious and durable 4-person dome tent perfect for camping and outdoor adventures.,EPCT-400,ai,1,0,2025-12-11 04:25:17.521,,,,,,,"Introducing the Eagle Peak 4-Person Dome Camping Tent, your next outdoor adventure's perfect companion. Crafted with high-quality, durable materials, this tent offers the ideal balance of comfort and protection in the great outdoors. Its spacious interior comfortably accommodates up to four adults, making it perfect for family camping trips, festivals, or weekend getaways with friends. The tent features a waterproof design and wind-resistant frame, ensuring you stay dry and comfortable no matter the weather. With easy assembly and lightweight design, the Eagle Peak Dome Tent is ideal for both seasoned campers and those new to outdoor adventures.

The tent's enhanced ventilation system, featuring mesh windows and a large door, provides excellent airflow, reducing condensation and keeping the interior fresh. For privacy and convenience, the tent includes a room divider, allowing you to create separate sleeping and living areas. Its durable, tear-resistant fabric and strong, flexible poles guarantee long-lasting performance and reliability. Whether you're exploring the wilderness or enjoying a quiet night under the stars, the Eagle Peak 4-Person Dome Camping Tent is your go-to choice for comfortable and secure outdoor lodging.","[""Waterproof and wind-resistant design for all-weather protection"", ""Spacious interior comfortably sleeps up to 4 adults"", ""Easy assembly and lightweight design for convenient portability"", ""Enhanced ventilation system with mesh windows and large door"", ""Durable, tear-resistant fabric and strong, flexible poles for longevity""]","{""weight"": ""8 lbs"", ""capacity"": ""4 Person"", ""material"": ""Polyester"", ""dimensions"": ""9ft x 7ft x 50in"", ""waterproof"": ""Yes""}",f,
i-ztqbhqvo,office_supplies,Toys & Games,t-m11e6ur7_toys-games,Mega Builders Block Set - 100 Pieces,2499,BuildMaster,"A 100-piece set of colorful, interlocking building blocks for kids.",BM-BBS-100,ai,1,0,2025-12-11 04:27:13.895,,,,,,,"Introduce your child to the world of creativity and engineering with the Mega Builders Block Set from BuildMaster. Designed for little hands and big imaginations, this 100-piece set features brightly colored blocks that easily interlock to form stable structures, ranging from simple designs for beginners to complex creations for advanced builders. Each block is made from durable, non-toxic plastic, ensuring safe play for children ages 3 and up. Encourage your child's developmental skills, such as fine motor skills, spatial reasoning, and problem-solving, while providing hours of entertainment. The BuildMaster Mega Builders Block Set is the perfect gift for budding engineers and imaginative minds.","[""100 vibrantly colored interlocking blocks"", ""Durable, non-toxic plastic construction"", ""Encourages fine motor skills and creativity"", ""Suitable for children ages 3+"", ""Easy storage with the included box""]","{""color"": ""Multi-color"", ""material"": ""Plastic"", ""quantity"": ""100 pieces"", ""age_range"": ""3+""}",f,
i-cpic5lm2,office_supplies,Office Supplies,t-m11e6ur7_office-supplies,ErgoComfort Adjustable Mesh Office Chair,8999,ComfortSeating,A high-back ergonomic office chair with adjustable lumbar support and breathable mesh.,COMF-EMOC-8210,ai,1,0,2025-12-11 04:31:16.767,,,,,,,"Introducing the ErgoComfort Adjustable Mesh Office Chair by ComfortSeating, designed to offer unparalleled support and comfort throughout your workday. Featuring a high-back design and built-in adjustable lumbar support, this chair is engineered to accommodate a wide range of body types and seating preferences. The breathable mesh back promotes air circulation, keeping you cool and comfortable, even during long hours of use. With easy-to-adjust height and tilt mechanisms, you can customize your seating position with precision, ensuring optimal ergonomics and reducing the risk of strain or injury. Whether you're working from home or in a traditional office setting, the ErgoComfort chair is the perfect addition to your workspace.

The robust construction and sleek design combine functionality with style, making it a fitting choice for any modern office. The chair's 5-point base with durable casters offers smooth mobility across various floor types, while the padded seat provides a soft, comfortable cushion that's perfect for extended sitting periods. Adjustable armrests further enhance comfort and support, allowing for a more relaxed and productive work experience. Upgrade your office seating with the ErgoComfort Adjustable Mesh Office Chair and transform how you work.","[""Adjustable lumbar support for personalized comfort"", ""Breathable mesh back for optimal airflow"", ""Easy-to-adjust height and tilt for ergonomic seating"", ""Durable 5-point base with smooth-rolling casters"", ""Padded seat and adjustable armrests for added comfort""]","{""color"": ""Black"", ""material"": ""Mesh, Metal, Foam"", ""dimensions"": ""25\""W x 24\""D x 45-50\""H"", ""weight_capacity"": ""250 lbs"", ""assembly_required"": ""Yes""}",f,
sid-i8f1kdvx,electronics,Accessories,chain_location_1766071991129_0_accessories,Tempered Glass Screen Protector for iPhone 12/12 Pro (2-Pack),1299,Spigen,"Premium tempered glass screen protector for iPhone 12/12 Pro, offering maximum protection.",SPG-IP12SP-2PK,ai,1,0,2025-12-18 15:38:56.929,,,,,,,"Protect your iPhone 12 or 12 Pro with Spigen's Tempered Glass Screen Protector. This pack of two ensures that your device's screen remains pristine and safe from scratches, cracks, and everyday wear and tear. The screen protector is designed with precision to provide a perfect fit, maintaining the touchscreen's responsiveness and clarity. Its 9H hardness rating guarantees the best protection against drops and bumps. The oleophobic coating also keeps fingerprints and smudges at bay, ensuring your screen is always clear. Easy to install and remove, this screen protector is a must-have accessory for your iPhone.","[""9H hardness for superior protection"", ""Oleophobic coating to reduce smudges"", ""High transparency for original viewing experience"", ""Easy, bubble-free installation"", ""Pack of 2 for added value""]","{""material"": ""Tempered glass"", ""quantity"": ""2 screen protectors per pack"", ""thickness"": ""0.33mm"", ""compatibility"": ""iPhone 12/12 Pro""}",f,
i-kbffkn8y,electronics,Laptops,t-v84j50g0_laptops,"Lenovo Ideapad Flex 5 14"" 2-in-1 Laptop",64999,Lenovo,A versatile 2-in-1 laptop with a 14-inch FHD touchscreen display and powerful performance for work and play.,LEN-IPF514-005,ai,3,0,2025-12-07 13:24:21.854,2025-12-19 20:56:24.534,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-fabn1ja8/original-1765113941201.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-v84j50g0/products/i-fabn1ja8/thumb-1765113941201.jpg,1024,1024,114456,"Discover the perfect blend of versatility and performance with the Lenovo Ideapad Flex 5. This 14-inch 2-in-1 laptop is designed for users who desire flexibility and reliability from their computing devices. Whether you're working on demanding projects, enjoying your favorite entertainment, or just browsing the internet, the Ideapad Flex 5 meets your needs with ease. Equipped with the latest Intel processors and integrated Intel graphics, it delivers smooth, responsive performance for multitasking and media. The 360-degree hinge allows you to use it in laptop, tent, stand, or tablet mode, making it ideal for every kind of user from professionals to students.

Enjoy vibrant visuals on the FHD touchscreen display, optimized with narrow bezels for an immersive viewing experience. The included digital pen lets you sketch, jot notes, and navigate with precision, enhancing your productivity and creativity. With its sleek design, long-lasting battery life, and robust security features including a fingerprint reader, the Lenovo Ideapad Flex 5 is the smart choice for anyone who needs a reliable laptop that can keep up with their lifestyle.","[""360-degree hinge for flexible viewing modes - laptop, tent, stand, or tablet"", ""14-inch FHD touchscreen display with narrow bezels for immersive visuals"", ""Includes digital pen for precise input and creativity"", ""Powered by Intel processors with integrated Intel graphics for smooth performance"", ""Fingerprint reader for enhanced security and quick access""]","{""ports"": ""USB-C, 2x USB 3.1, HDMI, SD card reader, headphone/mic combo"", ""memory"": ""8GB DDR4"", ""weight"": ""3.63 pounds"", ""display"": ""14-inch FHD (1920 x 1080) IPS touchscreen"", ""storage"": ""512GB SSD"", ""graphics"": ""Integrated Intel Graphics"", ""processor"": ""Intel Core i5 10th Gen"", ""dimensions"": ""12.66 x 8.56 x 0.82 inches"", ""batteryLife"": ""Up to 10 hours"", ""operatingSystem"": ""Windows 10 Home""}",t,standard
i-volr1i3f,office_supplies,Paper Products,t-m11e6ur7_paper-products,"Hammermill Premium Multi-Purpose Paper, 8.5"" x 11"", 500 Sheets",899,Hammermill,"A high-quality, multi-purpose paper that runs well through electronic imaging equipment as well as conventional offset presses.",HM218500,ai,1,0,2025-12-11 04:34:45.169,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-gg5r1bqz/original-1765427746300.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-gg5r1bqz/thumb-1765427746300.jpg,1024,1024,105901,"Introducing our Hammermill Premium Multi-Purpose Paper, the perfect solution for all your printing needs. Whether you're printing a high-stakes report for work, crafting detailed graphics, or simply making copies, this paper will provide crisp, clean results every time. Its 97 brightness and heavier 24 lb weight make it ideal for double-sided printing without show-through. Plus, it's sustainably sourced and made in the USA, supporting local jobs and reducing environmental impact. With a jam-free guarantee and compatibility with laser and inkjet printers, copiers, and fax machines, this paper is as reliable as it is versatile.","[""97 brightness for high-quality prints"", ""Heavier 24 lb. weight to prevent show-through"", ""Sustainably sourced to support environmental responsibility"", ""Jam-free guarantee for reliable printing"", ""Compatible with laser and inkjet printers, copiers, and fax machines""]","{""size"": ""8.5\"" x 11\"""", ""weight"": ""24 lb"", ""material"": ""Sustainably sourced paper"", ""quantity"": ""500 Sheets"", ""brightness"": ""97""}",t,standard
i-r3jvya4e,office_supplies,Filing & Organization,t-m11e6ur7_filing-organization,"Staples 3-Drawer Vertical File Cabinet, Locking, Letter, Black, 19""D",18999,Staples,A durable 3-drawer vertical file cabinet perfect for organizing important documents.,STP-28374BLK,ai,1,0,2025-12-11 04:34:54.421,,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-p26mv87m/original-1765427761234.jpg,https://nbwsiobosqawrugnqddo.supabase.co/storage/v1/object/public/photos/t-m11e6ur7/products/i-p26mv87m/thumb-1765427761234.jpg,1024,1024,121890,"The Staples 3-Drawer Vertical File Cabinet in black is the perfect solution for your filing and organizational needs. Constructed from high-quality materials, this cabinet is designed to withstand the test of time, ensuring that your documents are kept safe, secure, and organized. Each drawer can accommodate letter-sized documents, and with its built-in lock, you can keep sensitive information safely locked away. The sleek black finish and compact design allow it to blend seamlessly into any office environment, making it an ideal choice for both home and professional settings. Whether you're storing important legal documents, personal files, or office supplies, this cabinet provides the perfect combination of accessibility and privacy.","[""3 spacious drawers for letter-sized documents"", ""Built-in lock for securing sensitive information"", ""Durable construction and sleek black finish"", ""Compact design suitable for any office environment"", ""Easy-glide drawers for convenient access""]","{""size"": ""19\""D x 14.25\""W x 35.5\""H"", ""color"": ""Black"", ""material"": ""Metal"", ""quantity"": ""1"", ""assemblyRequired"": ""No""}",t,standard
